Well,OD,Time_h,Type,Concentration,Sample,Antibiotic,Lineage,Experiment,Plate,blank_mean,OD_blanked,sample_group,replicate
F7,0.102,16,sample,8,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.011666666666666659,T-lines,1
F8,0.105,16,sample,16,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.014666666666666661,T-lines,1
F9,0.093,16,sample,32,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0026666666666666644,T-lines,1
F10,0.094,16,sample,64,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0036666666666666653,T-lines,1
F11,0.09,16,sample,128,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,-3.3333333333333826e-4,T-lines,1
F12,0.092,16,sample,256,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0016666666666666635,T-lines,1
G1,0.235,16,sample,0.016,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.14466666666666667,T-lines,2
G2,0.306,16,sample,0.047,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.21566666666666667,T-lines,2
G3,0.226,16,sample,0.125,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.13566666666666666,T-lines,2
G4,0.201,16,sample,0.38,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.11066666666666668,T-lines,2
G5,0.12,16,sample,1,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.02966666666666666,T-lines,2
G6,0.097,16,sample,3,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.006666666666666668,T-lines,2
G7,0.091,16,sample,8,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,6.666666666666626e-4,T-lines,2
G8,0.092,16,sample,16,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0016666666666666635,T-lines,2
G9,0.093,16,sample,32,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0026666666666666644,T-lines,2
G10,0.094,16,sample,64,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0036666666666666653,T-lines,2
G11,0.09,16,sample,128,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,-3.3333333333333826e-4,T-lines,2
G12,0.09,16,sample,256,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,-3.3333333333333826e-4,T-lines,2
H1,0.284,16,sample,0.016,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.19366666666666665,T-lines,3
H2,0.306,16,sample,0.047,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.21566666666666667,T-lines,3
H3,0.286,16,sample,0.125,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.19566666666666666,T-lines,3
H4,0.244,16,sample,0.38,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.15366666666666667,T-lines,3
H5,0.155,16,sample,1,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.06466666666666666,T-lines,3
H6,0.099,16,sample,3,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.00866666666666667,T-lines,3
H7,0.095,16,sample,8,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.004666666666666666,T-lines,3
H8,0.093,16,sample,16,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.0026666666666666644,T-lines,3
H9,0.091,16,sample,32,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,6.666666666666626e-4,T-lines,3
H10,0.095,16,sample,64,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,0.004666666666666666,T-lines,3
H11,0.089,16,sample,128,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,-0.0013333333333333391,T-lines,3
H12,0.089,16,sample,256,T2,TOB,evolved,Exp1,Plate3,0.09033333333333333,-0.0013333333333333391,T-lines,3
A1,0.102,24,blank,NA,NA,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.013666666666666674,NA,NA
A2,0.127,24,blank,NA,NA,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.011333333333333334,NA,NA
A3,0.118,24,blank,NA,NA,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.002333333333333326,NA,NA
A4,0.096,24,empty,NA,NA,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.019666666666666666,NA,NA
A5,0.092,24,empty,NA,NA,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.02366666666666667,NA,NA
A6,0.42,24,sample,0,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.30433333333333334,T-lines,1
A7,0.445,24,sample,0,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.32933333333333337,T-lines,2
A8,0.44,24,sample,0,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.32433333333333336,T-lines,3
A9,0.091,24,empty,NA,NA,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.02466666666666667,NA,NA
A10,0.433,24,sample,0,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.31733333333333336,T-lines,1
A11,0.447,24,sample,0,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.33133333333333337,T-lines,2
A12,0.418,24,sample,0,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.30233333333333334,T-lines,3
B1,0.33,24,sample,0.016,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.21433333333333335,N-lines,1
B2,0.205,24,sample,0.047,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.08933333333333332,N-lines,1
B3,0.161,24,sample,0.125,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04533333333333334,N-lines,1
B4,0.161,24,sample,0.38,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04533333333333334,N-lines,1
B5,0.154,24,sample,1,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.03833333333333333,N-lines,1
B6,0.158,24,sample,3,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.042333333333333334,N-lines,1
B7,0.161,24,sample,8,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04533333333333334,N-lines,1
B8,0.161,24,sample,16,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04533333333333334,N-lines,1
B9,0.158,24,sample,32,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.042333333333333334,N-lines,1
B10,0.153,24,sample,64,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.03733333333333333,N-lines,1
B11,0.153,24,sample,128,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.03733333333333333,N-lines,1
B12,0.13,24,sample,256,NA1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.014333333333333337,N-lines,1
C1,0.405,24,sample,0.016,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.28933333333333333,T-lines,1
C2,0.449,24,sample,0.047,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.33333333333333337,T-lines,1
C3,0.356,24,sample,0.125,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.24033333333333332,T-lines,1
C4,0.285,24,sample,0.38,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.1693333333333333,T-lines,1
C5,0.198,24,sample,1,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.08233333333333334,T-lines,1
C6,0.16,24,sample,3,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.044333333333333336,T-lines,1
C7,0.172,24,sample,8,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.05633333333333332,T-lines,1
C8,0.168,24,sample,16,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.05233333333333334,T-lines,1
C9,0.171,24,sample,32,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.055333333333333345,T-lines,1
C10,0.163,24,sample,64,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04733333333333334,T-lines,1
C11,0.162,24,sample,128,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04633333333333334,T-lines,1
C12,0.149,24,sample,256,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.033333333333333326,T-lines,1
D1,0.471,24,sample,0.016,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.3553333333333333,T-lines,2
D2,0.462,24,sample,0.047,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.3463333333333334,T-lines,2
D3,0.391,24,sample,0.125,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.2753333333333333,T-lines,2
D4,0.272,24,sample,0.38,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.15633333333333335,T-lines,2
D5,0.214,24,sample,1,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.09833333333333333,T-lines,2
D6,0.17,24,sample,3,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.054333333333333345,T-lines,2
D7,0.169,24,sample,8,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.053333333333333344,T-lines,2
D8,0.175,24,sample,16,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.05933333333333332,T-lines,2
D9,0.173,24,sample,32,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.05733333333333332,T-lines,2
D10,0.16,24,sample,64,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.044333333333333336,T-lines,2
D11,0.162,24,sample,128,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04633333333333334,T-lines,2
D12,0.154,24,sample,256,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.03833333333333333,T-lines,2
E1,0.455,24,sample,0.016,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.3393333333333334,T-lines,3
E2,0.468,24,sample,0.047,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.3523333333333334,T-lines,3
E3,0.389,24,sample,0.125,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.2733333333333333,T-lines,3
E4,0.286,24,sample,0.38,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.1703333333333333,T-lines,3
E5,0.223,24,sample,1,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.10733333333333334,T-lines,3
E6,0.179,24,sample,3,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06333333333333332,T-lines,3
E7,0.178,24,sample,8,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.062333333333333324,T-lines,3
E8,0.18,24,sample,16,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06433333333333333,T-lines,3
E9,0.182,24,sample,32,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06633333333333333,T-lines,3
E10,0.18,24,sample,64,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06433333333333333,T-lines,3
E11,0.165,24,sample,128,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.04933333333333334,T-lines,3
E12,0.149,24,sample,256,T1,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.033333333333333326,T-lines,3
F1,0.442,24,sample,0.016,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.32633333333333336,T-lines,1
F2,0.518,24,sample,0.047,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.4023333333333333,T-lines,1
F3,0.438,24,sample,0.125,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.32233333333333336,T-lines,1
F4,0.39,24,sample,0.38,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.2743333333333333,T-lines,1
F5,0.303,24,sample,1,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.18733333333333332,T-lines,1
F6,0.199,24,sample,3,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.08333333333333334,T-lines,1
F7,0.188,24,sample,8,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.07233333333333333,T-lines,1
F8,0.191,24,sample,16,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.07533333333333334,T-lines,1
F9,0.193,24,sample,32,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.07733333333333334,T-lines,1
F10,0.189,24,sample,64,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.07333333333333333,T-lines,1
F11,0.17,24,sample,128,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.054333333333333345,T-lines,1
F12,0.144,24,sample,256,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.02833333333333332,T-lines,1
G1,0.395,24,sample,0.016,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.2793333333333333,T-lines,2
G2,0.484,24,sample,0.047,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.3683333333333333,T-lines,2
G3,0.436,24,sample,0.125,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.32033333333333336,T-lines,2
G4,0.403,24,sample,0.38,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.28733333333333333,T-lines,2
G5,0.263,24,sample,1,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.14733333333333334,T-lines,2
G6,0.196,24,sample,3,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.08033333333333334,T-lines,2
G7,0.183,24,sample,8,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06733333333333333,T-lines,2
G8,0.184,24,sample,16,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06833333333333333,T-lines,2
G9,0.182,24,sample,32,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06633333333333333,T-lines,2
G10,0.18,24,sample,64,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.06433333333333333,T-lines,2
G11,0.16,24,sample,128,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.044333333333333336,T-lines,2
G12,0.09,24,sample,256,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.02566666666666667,T-lines,2
H1,0.431,24,sample,0.016,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.31533333333333335,T-lines,3
H2,0.423,24,sample,0.047,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.30733333333333335,T-lines,3
H3,0.445,24,sample,0.125,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.32933333333333337,T-lines,3
H4,0.411,24,sample,0.38,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.29533333333333334,T-lines,3
H5,0.314,24,sample,1,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.19833333333333333,T-lines,3
H6,0.153,24,sample,3,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.03733333333333333,T-lines,3
H7,0.142,24,sample,8,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.02633333333333332,T-lines,3
H8,0.141,24,sample,16,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.02533333333333332,T-lines,3
H9,0.134,24,sample,32,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.01833333333333334,T-lines,3
H10,0.118,24,sample,64,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,0.002333333333333326,T-lines,3
H11,0.089,24,sample,128,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.026666666666666672,T-lines,3
H12,0.09,24,sample,256,T2,TOB,evolved,Exp1,Plate3,0.11566666666666667,-0.02566666666666667,T-lines,3
A1,0.088,0,blank,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-0.0013333333333333391,NA,NA
A2,0.088,0,blank,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-0.0013333333333333391,NA,NA
A3,0.092,0,blank,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,NA,NA
A4,0.091,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,NA,NA
A5,0.091,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,NA,NA
A6,0.091,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,NA,NA
A7,0.091,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,NA,NA
A8,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
A9,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
A10,0.089,0,sample,0,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,T-lines,1
A11,0.089,0,sample,0,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,T-lines,2
A12,0.088,0,sample,0,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,-0.0013333333333333391,T-lines,3
B1,0.081,0,sample,0.016,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,-0.008333333333333331,N-lines,1
B2,0.142,0,sample,0.047,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.05266666666666665,N-lines,1
B3,0.093,0,sample,0.125,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0036666666666666653,N-lines,1
B4,0.09,0,sample,0.38,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,N-lines,1
B5,0.094,0,sample,1,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.004666666666666666,N-lines,1
B6,0.096,0,sample,3,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.006666666666666668,N-lines,1
B7,0.093,0,sample,8,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0036666666666666653,N-lines,1
B8,0.091,0,sample,16,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,N-lines,1
B9,0.091,0,sample,32,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,N-lines,1
B10,0.093,0,sample,64,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0036666666666666653,N-lines,1
B11,0.09,0,sample,128,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,N-lines,1
B12,0.089,0,sample,256,NA1,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,N-lines,1
C1,0.094,0,sample,0.016,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.004666666666666666,T-lines,1
C2,0.091,0,sample,0.047,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,1
C3,0.092,0,sample,0.125,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,1
C4,0.09,0,sample,0.38,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,1
C5,0.093,0,sample,1,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0036666666666666653,T-lines,1
C6,0.091,0,sample,3,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,1
C7,0.09,0,sample,8,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,1
C8,0.091,0,sample,16,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,1
C9,0.091,0,sample,32,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,1
C10,0.095,0,sample,64,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.005666666666666667,T-lines,1
C11,0.09,0,sample,128,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,1
C12,0.09,0,sample,256,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,1
D1,0.101,0,sample,0.016,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.011666666666666672,T-lines,2
D2,0.092,0,sample,0.047,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,2
D3,0.092,0,sample,0.125,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,2
D4,0.09,0,sample,0.38,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,2
D5,0.09,0,sample,1,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,2
D6,0.09,0,sample,3,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,2
D7,0.091,0,sample,8,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,2
D8,0.091,0,sample,16,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,2
D9,0.091,0,sample,32,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,2
D10,0.095,0,sample,64,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.005666666666666667,T-lines,2
D11,0.089,0,sample,128,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,T-lines,2
D12,0.09,0,sample,256,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,T-lines,2
E1,0.096,0,sample,0.016,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.006666666666666668,T-lines,3
E2,0.092,0,sample,0.047,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,3
E3,0.093,0,sample,0.125,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0036666666666666653,T-lines,3
E4,0.092,0,sample,0.38,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,3
E5,0.091,0,sample,1,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,3
E6,0.094,0,sample,3,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.004666666666666666,T-lines,3
E7,0.089,0,sample,8,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,T-lines,3
E8,0.092,0,sample,16,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,3
E9,0.091,0,sample,32,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,3
E10,0.096,0,sample,64,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.006666666666666668,T-lines,3
E11,0.091,0,sample,128,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,T-lines,3
E12,0.092,0,sample,256,T3,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,T-lines,3
F1,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
F2,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
F3,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
F4,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
F5,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
F6,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
F7,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
F8,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
F9,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
F10,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
F11,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
F12,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
G1,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G2,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G3,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G4,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G5,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G6,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
G7,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
G8,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G9,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
G10,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
G11,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
G12,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
H1,0.088,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-0.0013333333333333391,NA,NA
H2,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
H3,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
H4,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
H5,0.091,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0016666666666666635,NA,NA
H6,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
H7,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
H8,0.092,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,0.0026666666666666644,NA,NA
H9,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
H10,0.09,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,6.666666666666626e-4,NA,NA
H11,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
H12,0.089,0,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.08933333333333333,-3.3333333333333826e-4,NA,NA
A1,0.089,16,blank,NA,NA,TOB,evolved,Exp1,Plate4,0.09,-0.0010000000000000009,NA,NA
A2,0.09,16,blank,NA,NA,TOB,evolved,Exp1,Plate4,0.09,0,NA,NA
A3,0.091,16,blank,NA,NA,TOB,evolved,Exp1,Plate4,0.09,0.0010000000000000009,NA,NA
A4,0.094,16,empty,NA,NA,TOB,evolved,Exp1,Plate4,0.09,0.0040000000000000036,NA,NA
