Well,Type,Concentration,Sample,Antibiotic,OD_t0,OD_t16,OD_t24,Plate,Experiment,OD_t0_blanked,OD_t16_blanked,OD_t24_blanked,growth_16h,growth_24h,well_type
E11,sample,16,M3,MRP,0.093,0.092,0.092,Plate2,Exp1,0.0050000000000000044,0.0040000000000000036,0.0036666666666666653,-0.0010000000000000009,-0.0013333333333333391,treatment
E12,sample,32,M3,MRP,0.098,0.094,0.095,Plate2,Exp1,0.010000000000000009,0.006000000000000005,0.006666666666666668,-0.0040000000000000036,-0.003333333333333341,treatment
F1,empty,0.002,NA,MRP,0.094,0.089,0.089,Plate2,Exp1,0.006000000000000005,0.0010000000000000009,6.666666666666626e-4,-0.0050000000000000044,-0.005333333333333343,empty
F2,empty,0.006,NA,MRP,0.09,0.09,0.09,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,0.0016666666666666635,0,-3.3333333333333826e-4,empty
F3,empty,0.016,NA,MRP,0.09,0.091,0.09,Plate2,Exp1,0.0020000000000000018,0.0030000000000000027,0.0016666666666666635,0.0010000000000000009,-3.3333333333333826e-4,empty
F4,empty,0.047,NA,MRP,0.093,0.091,0.092,Plate2,Exp1,0.0050000000000000044,0.0030000000000000027,0.0036666666666666653,-0.0020000000000000018,-0.0013333333333333391,empty
F5,empty,0.125,NA,MRP,0.09,0.096,0.095,Plate2,Exp1,0.0020000000000000018,0.008000000000000007,0.006666666666666668,0.006000000000000005,0.004666666666666666,empty
F6,empty,0.38,NA,MRP,0.089,0.09,0.089,Plate2,Exp1,0.0010000000000000009,0.0020000000000000018,6.666666666666626e-4,0.0010000000000000009,-3.3333333333333826e-4,empty
F7,empty,1,NA,MRP,0.092,0.092,0.093,Plate2,Exp1,0.0040000000000000036,0.0040000000000000036,0.004666666666666666,0,6.666666666666626e-4,empty
F8,empty,2,NA,MRP,0.09,0.09,0.09,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,0.0016666666666666635,0,-3.3333333333333826e-4,empty
F9,empty,4,NA,MRP,0.09,0.094,0.09,Plate2,Exp1,0.0020000000000000018,0.006000000000000005,0.0016666666666666635,0.0040000000000000036,-3.3333333333333826e-4,empty
F10,empty,8,NA,MRP,0.091,0.09,0.091,Plate2,Exp1,0.0030000000000000027,0.0020000000000000018,0.0026666666666666644,-0.0010000000000000009,-3.3333333333333826e-4,empty
F11,empty,16,NA,MRP,0.089,0.089,0.089,Plate2,Exp1,0.0010000000000000009,0.0010000000000000009,6.666666666666626e-4,0,-3.3333333333333826e-4,empty
F12,empty,32,NA,MRP,0.09,0.089,0.091,Plate2,Exp1,0.0020000000000000018,0.0010000000000000009,0.0026666666666666644,-0.0010000000000000009,6.666666666666626e-4,empty
G1,empty,0.002,NA,MRP,0.09,0.09,0.089,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,6.666666666666626e-4,0,-0.0013333333333333391,empty
G2,empty,0.006,NA,MRP,0.09,0.089,0.089,Plate2,Exp1,0.0020000000000000018,0.0010000000000000009,6.666666666666626e-4,-0.0010000000000000009,-0.0013333333333333391,empty
G3,empty,0.016,NA,MRP,0.089,0.099,0.091,Plate2,Exp1,0.0010000000000000009,0.01100000000000001,0.0026666666666666644,0.010000000000000009,0.0016666666666666635,empty
G4,empty,0.047,NA,MRP,0.09,0.09,0.09,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,0.0016666666666666635,0,-3.3333333333333826e-4,empty
G5,empty,0.125,NA,MRP,0.09,0.091,0.09,Plate2,Exp1,0.0020000000000000018,0.0030000000000000027,0.0016666666666666635,0.0010000000000000009,-3.3333333333333826e-4,empty
G6,empty,0.38,NA,MRP,0.09,0.09,0.09,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,0.0016666666666666635,0,-3.3333333333333826e-4,empty
G7,empty,1,NA,MRP,0.091,0.09,0.091,Plate2,Exp1,0.0030000000000000027,0.0020000000000000018,0.0026666666666666644,-0.0010000000000000009,-3.3333333333333826e-4,empty
G8,empty,2,NA,MRP,0.095,0.092,0.093,Plate2,Exp1,0.007000000000000006,0.0040000000000000036,0.004666666666666666,-0.0030000000000000027,-0.00233333333333334,empty
G9,empty,4,NA,MRP,0.094,0.094,0.094,Plate2,Exp1,0.006000000000000005,0.006000000000000005,0.005666666666666667,0,-3.3333333333333826e-4,empty
G10,empty,8,NA,MRP,0.09,0.09,0.09,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,0.0016666666666666635,0,-3.3333333333333826e-4,empty
G11,empty,16,NA,MRP,0.09,0.089,0.089,Plate2,Exp1,0.0020000000000000018,0.0010000000000000009,6.666666666666626e-4,-0.0010000000000000009,-0.0013333333333333391,empty
G12,empty,32,NA,MRP,0.089,0.089,0.09,Plate2,Exp1,0.0010000000000000009,0.0010000000000000009,0.0016666666666666635,0,6.666666666666626e-4,empty
H1,empty,0.002,NA,MRP,0.09,0.09,0.09,Plate2,Exp1,0.0020000000000000018,0.0020000000000000018,0.0016666666666666635,0,-3.3333333333333826e-4,empty
H2,empty,0.006,NA,MRP,0.089,0.089,0.089,Plate2,Exp1,0.0010000000000000009,0.0010000000000000009,6.666666666666626e-4,0,-3.3333333333333826e-4,empty
H3,empty,0.016,NA,MRP,0.089,0.088,0.089,Plate2,Exp1,0.0010000000000000009,0,6.666666666666626e-4,-0.0010000000000000009,-3.3333333333333826e-4,empty
H4,empty,0.047,NA,MRP,0.091,0.09,0.092,Plate2,Exp1,0.0030000000000000027,0.0020000000000000018,0.0036666666666666653,-0.0010000000000000009,6.666666666666626e-4,empty
H5,empty,0.125,NA,MRP,0.092,0.094,0.09,Plate2,Exp1,0.0040000000000000036,0.006000000000000005,0.0016666666666666635,0.0020000000000000018,-0.00233333333333334,empty
H6,empty,0.38,NA,MRP,0.091,0.091,0.089,Plate2,Exp1,0.0030000000000000027,0.0030000000000000027,6.666666666666626e-4,0,-0.00233333333333334,empty
H7,empty,1,NA,MRP,0.091,0.091,0.09,Plate2,Exp1,0.0030000000000000027,0.0030000000000000027,0.0016666666666666635,0,-0.0013333333333333391,empty
H8,empty,2,NA,MRP,0.092,0.092,0.092,Plate2,Exp1,0.0040000000000000036,0.0040000000000000036,0.0036666666666666653,0,-3.3333333333333826e-4,empty
H9,empty,4,NA,MRP,0.105,0.091,0.091,Plate2,Exp1,0.017,0.0030000000000000027,0.0026666666666666644,-0.013999999999999999,-0.014333333333333337,empty
H10,empty,8,NA,MRP,0.091,0.091,0.091,Plate2,Exp1,0.0030000000000000027,0.0030000000000000027,0.0026666666666666644,0,-3.3333333333333826e-4,empty
H11,empty,16,NA,MRP,0.09,0.089,0.089,Plate2,Exp1,0.0020000000000000018,0.0010000000000000009,6.666666666666626e-4,-0.0010000000000000009,-0.0013333333333333391,empty
H12,empty,32,NA,MRP,0.091,0.089,0.089,Plate2,Exp1,0.0030000000000000027,0.0010000000000000009,6.666666666666626e-4,-0.0020000000000000018,-0.00233333333333334,empty
A1,blank,NA,NA,TOB,0.088,0.089,0.102,Plate3,Exp1,0,-0.0013333333333333391,-0.013666666666666674,-0.0013333333333333391,-0.013666666666666674,blank
A2,blank,NA,NA,TOB,0.088,0.09,0.127,Plate3,Exp1,0,-3.3333333333333826e-4,0.011333333333333334,-3.3333333333333826e-4,0.011333333333333334,blank
A3,blank,NA,NA,TOB,0.088,0.092,0.118,Plate3,Exp1,0,0.0016666666666666635,0.002333333333333326,0.0016666666666666635,0.002333333333333326,blank
A4,empty,NA,NA,TOB,0.09,0.096,0.096,Plate3,Exp1,0.0020000000000000018,0.005666666666666667,-0.019666666666666666,0.0036666666666666653,-0.021666666666666667,empty
A5,empty,NA,NA,TOB,0.089,0.092,0.092,Plate3,Exp1,0.0010000000000000009,0.0016666666666666635,-0.02366666666666667,6.666666666666626e-4,-0.02466666666666667,empty
A6,sample,0,T1,TOB,0.091,0.343,0.42,Plate3,Exp1,0.0030000000000000027,0.2526666666666667,0.30433333333333334,0.2496666666666667,0.30133333333333334,growth_control
A7,sample,0,T1,TOB,0.094,0.352,0.445,Plate3,Exp1,0.006000000000000005,0.26166666666666666,0.32933333333333337,0.25566666666666665,0.32333333333333336,growth_control
A8,sample,0,T1,TOB,0.096,0.348,0.44,Plate3,Exp1,0.008000000000000007,0.25766666666666665,0.32433333333333336,0.24966666666666665,0.31633333333333336,growth_control
A9,empty,NA,NA,TOB,0.09,0.091,0.091,Plate3,Exp1,0.0020000000000000018,6.666666666666626e-4,-0.02466666666666667,-0.0013333333333333391,-0.026666666666666672,empty
A10,sample,0,T2,TOB,0.089,0.307,0.433,Plate3,Exp1,0.0010000000000000009,0.21666666666666667,0.31733333333333336,0.21566666666666667,0.31633333333333336,growth_control
A11,sample,0,T2,TOB,0.088,0.329,0.447,Plate3,Exp1,0,0.2386666666666667,0.33133333333333337,0.2386666666666667,0.33133333333333337,growth_control
A12,sample,0,T2,TOB,0.087,0.306,0.418,Plate3,Exp1,-0.0010000000000000009,0.21566666666666667,0.30233333333333334,0.21666666666666667,0.30333333333333334,growth_control
B1,sample,0.016,NA1,TOB,0.091,0.163,0.33,Plate3,Exp1,0.0030000000000000027,0.07266666666666667,0.21433333333333335,0.06966666666666667,0.21133333333333335,treatment
B2,sample,0.047,NA1,TOB,0.091,0.109,0.205,Plate3,Exp1,0.0030000000000000027,0.018666666666666665,0.08933333333333332,0.015666666666666662,0.08633333333333332,treatment
B3,sample,0.125,NA1,TOB,0.09,0.09,0.161,Plate3,Exp1,0.0020000000000000018,-3.3333333333333826e-4,0.04533333333333334,-0.00233333333333334,0.043333333333333335,treatment
B4,sample,0.38,NA1,TOB,0.09,0.09,0.161,Plate3,Exp1,0.0020000000000000018,-3.3333333333333826e-4,0.04533333333333334,-0.00233333333333334,0.043333333333333335,treatment
B5,sample,1,NA1,TOB,0.09,0.091,0.154,Plate3,Exp1,0.0020000000000000018,6.666666666666626e-4,0.03833333333333333,-0.0013333333333333391,0.03633333333333333,treatment
B6,sample,3,NA1,TOB,0.091,0.102,0.158,Plate3,Exp1,0.0030000000000000027,0.011666666666666659,0.042333333333333334,0.008666666666666656,0.03933333333333333,treatment
B7,sample,8,NA1,TOB,0.09,0.11,0.161,Plate3,Exp1,0.0020000000000000018,0.019666666666666666,0.04533333333333334,0.017666666666666664,0.043333333333333335,treatment
B8,sample,16,NA1,TOB,0.09,0.106,0.161,Plate3,Exp1,0.0020000000000000018,0.015666666666666662,0.04533333333333334,0.01366666666666666,0.043333333333333335,treatment
B9,sample,32,NA1,TOB,0.091,0.092,0.158,Plate3,Exp1,0.0030000000000000027,0.0016666666666666635,0.042333333333333334,-0.0013333333333333391,0.03933333333333333,treatment
B10,sample,64,NA1,TOB,0.092,0.093,0.153,Plate3,Exp1,0.0040000000000000036,0.0026666666666666644,0.03733333333333333,-0.0013333333333333391,0.033333333333333326,treatment
B11,sample,128,NA1,TOB,0.09,0.091,0.153,Plate3,Exp1,0.0020000000000000018,6.666666666666626e-4,0.03733333333333333,-0.0013333333333333391,0.03533333333333333,treatment
B12,sample,256,NA1,TOB,0.089,0.091,0.13,Plate3,Exp1,0.0010000000000000009,6.666666666666626e-4,0.014333333333333337,-3.3333333333333826e-4,0.013333333333333336,treatment
C1,sample,0.016,T1,TOB,0.093,0.234,0.405,Plate3,Exp1,0.0050000000000000044,0.14366666666666666,0.28933333333333333,0.13866666666666666,0.2843333333333333,treatment
C2,sample,0.047,T1,TOB,0.09,0.296,0.449,Plate3,Exp1,0.0020000000000000018,0.20566666666666666,0.33333333333333337,0.20366666666666666,0.33133333333333337,treatment
C3,sample,0.125,T1,TOB,0.092,0.219,0.356,Plate3,Exp1,0.0040000000000000036,0.12866666666666665,0.24033333333333332,0.12466666666666665,0.2363333333333333,treatment
C4,sample,0.38,T1,TOB,0.09,0.153,0.285,Plate3,Exp1,0.0020000000000000018,0.06266666666666666,0.1693333333333333,0.06066666666666666,0.1673333333333333,treatment
C5,sample,1,T1,TOB,0.091,0.139,0.198,Plate3,Exp1,0.0030000000000000027,0.04866666666666668,0.08233333333333334,0.045666666666666675,0.07933333333333334,treatment
C6,sample,3,T1,TOB,0.091,0.124,0.16,Plate3,Exp1,0.0030000000000000027,0.033666666666666664,0.044333333333333336,0.03066666666666666,0.04133333333333333,treatment
C7,sample,8,T1,TOB,0.09,0.122,0.172,Plate3,Exp1,0.0020000000000000018,0.03166666666666666,0.05633333333333332,0.02966666666666666,0.05433333333333332,treatment
C8,sample,16,T1,TOB,0.091,0.092,0.168,Plate3,Exp1,0.0030000000000000027,0.0016666666666666635,0.05233333333333334,-0.0013333333333333391,0.04933333333333334,treatment
C9,sample,32,T1,TOB,0.093,0.096,0.171,Plate3,Exp1,0.0050000000000000044,0.005666666666666667,0.055333333333333345,6.666666666666626e-4,0.05033333333333334,treatment
C10,sample,64,T1,TOB,0.093,0.107,0.163,Plate3,Exp1,0.0050000000000000044,0.016666666666666663,0.04733333333333334,0.011666666666666659,0.042333333333333334,treatment
C11,sample,128,T1,TOB,0.089,0.09,0.162,Plate3,Exp1,0.0010000000000000009,-3.3333333333333826e-4,0.04633333333333334,-0.0013333333333333391,0.04533333333333334,treatment
C12,sample,256,T1,TOB,0.09,0.091,0.149,Plate3,Exp1,0.0020000000000000018,6.666666666666626e-4,0.033333333333333326,-0.0013333333333333391,0.031333333333333324,treatment
D1,sample,0.016,T1,TOB,0.095,0.294,0.471,Plate3,Exp1,0.007000000000000006,0.20366666666666666,0.3553333333333333,0.19666666666666666,0.3483333333333333,treatment
D2,sample,0.047,T1,TOB,0.091,0.306,0.462,Plate3,Exp1,0.0030000000000000027,0.21566666666666667,0.3463333333333334,0.21266666666666667,0.3433333333333334,treatment
D3,sample,0.125,T1,TOB,0.091,0.235,0.391,Plate3,Exp1,0.0030000000000000027,0.14466666666666667,0.2753333333333333,0.14166666666666666,0.2723333333333333,treatment
D4,sample,0.38,T1,TOB,0.09,0.169,0.272,Plate3,Exp1,0.0020000000000000018,0.07866666666666668,0.15633333333333335,0.07666666666666667,0.15433333333333335,treatment
D5,sample,1,T1,TOB,0.09,0.144,0.214,Plate3,Exp1,0.0020000000000000018,0.053666666666666654,0.09833333333333333,0.05166666666666665,0.09633333333333333,treatment
D6,sample,3,T1,TOB,0.09,0.118,0.17,Plate3,Exp1,0.0020000000000000018,0.02766666666666666,0.054333333333333345,0.025666666666666657,0.05233333333333334,treatment
D7,sample,8,T1,TOB,0.089,0.12,0.169,Plate3,Exp1,0.0010000000000000009,0.02966666666666666,0.053333333333333344,0.02866666666666666,0.05233333333333334,treatment
D8,sample,16,T1,TOB,0.09,0.119,0.175,Plate3,Exp1,0.0020000000000000018,0.02866666666666666,0.05933333333333332,0.026666666666666658,0.05733333333333332,treatment
D9,sample,32,T1,TOB,0.09,0.093,0.173,Plate3,Exp1,0.0020000000000000018,0.0026666666666666644,0.05733333333333332,6.666666666666626e-4,0.05533333333333332,treatment
D10,sample,64,T1,TOB,0.093,0.121,0.16,Plate3,Exp1,0.0050000000000000044,0.03066666666666666,0.044333333333333336,0.025666666666666657,0.03933333333333333,treatment
D11,sample,128,T1,TOB,0.089,0.093,0.162,Plate3,Exp1,0.0010000000000000009,0.0026666666666666644,0.04633333333333334,0.0016666666666666635,0.04533333333333334,treatment
D12,sample,256,T1,TOB,0.089,0.09,0.154,Plate3,Exp1,0.0010000000000000009,-3.3333333333333826e-4,0.03833333333333333,-0.0013333333333333391,0.03733333333333333,treatment
E1,sample,0.016,T1,TOB,0.096,0.296,0.455,Plate3,Exp1,0.008000000000000007,0.20566666666666666,0.3393333333333334,0.19766666666666666,0.33133333333333337,treatment
E2,sample,0.047,T1,TOB,0.091,0.294,0.468,Plate3,Exp1,0.0030000000000000027,0.20366666666666666,0.3523333333333334,0.20066666666666666,0.3493333333333334,treatment
E3,sample,0.125,T1,TOB,0.091,0.233,0.389,Plate3,Exp1,0.0030000000000000027,0.14266666666666666,0.2733333333333333,0.13966666666666666,0.2703333333333333,treatment
E4,sample,0.38,T1,TOB,0.094,0.164,0.286,Plate3,Exp1,0.006000000000000005,0.07366666666666667,0.1703333333333333,0.06766666666666667,0.1643333333333333,treatment
E5,sample,1,T1,TOB,0.09,0.138,0.223,Plate3,Exp1,0.0020000000000000018,0.04766666666666668,0.10733333333333334,0.045666666666666675,0.10533333333333333,treatment
E6,sample,3,T1,TOB,0.09,0.112,0.179,Plate3,Exp1,0.0020000000000000018,0.021666666666666667,0.06333333333333332,0.019666666666666666,0.06133333333333332,treatment
E7,sample,8,T1,TOB,0.089,0.118,0.178,Plate3,Exp1,0.0010000000000000009,0.02766666666666666,0.062333333333333324,0.026666666666666658,0.06133333333333332,treatment
E8,sample,16,T1,TOB,0.089,0.119,0.18,Plate3,Exp1,0.0010000000000000009,0.02866666666666666,0.06433333333333333,0.02766666666666666,0.06333333333333332,treatment
E9,sample,32,T1,TOB,0.09,0.114,0.182,Plate3,Exp1,0.0020000000000000018,0.02366666666666667,0.06633333333333333,0.021666666666666667,0.06433333333333333,treatment
E10,sample,64,T1,TOB,0.092,0.101,0.18,Plate3,Exp1,0.0040000000000000036,0.010666666666666672,0.06433333333333333,0.006666666666666668,0.06033333333333332,treatment
E11,sample,128,T1,TOB,0.089,0.091,0.165,Plate3,Exp1,0.0010000000000000009,6.666666666666626e-4,0.04933333333333334,-3.3333333333333826e-4,0.04833333333333334,treatment
E12,sample,256,T1,TOB,0.091,0.09,0.149,Plate3,Exp1,0.0030000000000000027,-3.3333333333333826e-4,0.033333333333333326,-0.003333333333333341,0.030333333333333323,treatment
F1,sample,0.016,T2,TOB,0.094,0.251,0.442,Plate3,Exp1,0.006000000000000005,0.16066666666666668,0.32633333333333336,0.15466666666666667,0.32033333333333336,treatment
F2,sample,0.047,T2,TOB,0.092,0.324,0.518,Plate3,Exp1,0.0040000000000000036,0.2336666666666667,0.4023333333333333,0.22966666666666669,0.3983333333333333,treatment
F3,sample,0.125,T2,TOB,0.092,0.221,0.438,Plate3,Exp1,0.0040000000000000036,0.13066666666666665,0.32233333333333336,0.12666666666666665,0.31833333333333336,treatment
F4,sample,0.38,T2,TOB,0.091,0.18,0.39,Plate3,Exp1,0.0030000000000000027,0.08966666666666666,0.2743333333333333,0.08666666666666666,0.2713333333333333,treatment
F5,sample,1,T2,TOB,0.091,0.138,0.303,Plate3,Exp1,0.0030000000000000027,0.04766666666666668,0.18733333333333332,0.044666666666666674,0.18433333333333332,treatment
F6,sample,3,T2,TOB,0.091,0.104,0.199,Plate3,Exp1,0.0030000000000000027,0.01366666666666666,0.08333333333333334,0.010666666666666658,0.08033333333333334,treatment
F7,sample,8,T2,TOB,0.092,0.102,0.188,Plate3,Exp1,0.0040000000000000036,0.011666666666666659,0.07233333333333333,0.007666666666666655,0.06833333333333333,treatment
F8,sample,16,T2,TOB,0.09,0.105,0.191,Plate3,Exp1,0.0020000000000000018,0.014666666666666661,0.07533333333333334,0.01266666666666666,0.07333333333333333,treatment
F9,sample,32,T2,TOB,0.09,0.093,0.193,Plate3,Exp1,0.0020000000000000018,0.0026666666666666644,0.07733333333333334,6.666666666666626e-4,0.07533333333333334,treatment
F10,sample,64,T2,TOB,0.093,0.094,0.189,Plate3,Exp1,0.0050000000000000044,0.0036666666666666653,0.07333333333333333,-0.0013333333333333391,0.06833333333333333,treatment
F11,sample,128,T2,TOB,0.089,0.09,0.17,Plate3,Exp1,0.0010000000000000009,-3.3333333333333826e-4,0.054333333333333345,-0.0013333333333333391,0.053333333333333344,treatment
F12,sample,256,T2,TOB,0.09,0.092,0.144,Plate3,Exp1,0.0020000000000000018,0.0016666666666666635,0.02833333333333332,-3.3333333333333826e-4,0.02633333333333332,treatment
G1,sample,0.016,T2,TOB,0.092,0.235,0.395,Plate3,Exp1,0.0040000000000000036,0.14466666666666667,0.2793333333333333,0.14066666666666666,0.2753333333333333,treatment
G2,sample,0.047,T2,TOB,0.091,0.306,0.484,Plate3,Exp1,0.0030000000000000027,0.21566666666666667,0.3683333333333333,0.21266666666666667,0.3653333333333333,treatment
G3,sample,0.125,T2,TOB,0.092,0.226,0.436,Plate3,Exp1,0.0040000000000000036,0.13566666666666666,0.32033333333333336,0.13166666666666665,0.31633333333333336,treatment
G4,sample,0.38,T2,TOB,0.09,0.201,0.403,Plate3,Exp1,0.0020000000000000018,0.11066666666666668,0.28733333333333333,0.10866666666666668,0.28533333333333333,treatment
G5,sample,1,T2,TOB,0.091,0.12,0.263,Plate3,Exp1,0.0030000000000000027,0.02966666666666666,0.14733333333333334,0.026666666666666658,0.14433333333333334,treatment
G6,sample,3,T2,TOB,0.097,0.097,0.196,Plate3,Exp1,0.009000000000000008,0.006666666666666668,0.08033333333333334,-0.00233333333333334,0.07133333333333333,treatment
G7,sample,8,T2,TOB,0.09,0.091,0.183,Plate3,Exp1,0.0020000000000000018,6.666666666666626e-4,0.06733333333333333,-0.0013333333333333391,0.06533333333333333,treatment
G8,sample,16,T2,TOB,0.093,0.092,0.184,Plate3,Exp1,0.0050000000000000044,0.0016666666666666635,0.06833333333333333,-0.003333333333333341,0.06333333333333332,treatment
G9,sample,32,T2,TOB,0.091,0.093,0.182,Plate3,Exp1,0.0030000000000000027,0.0026666666666666644,0.06633333333333333,-3.3333333333333826e-4,0.06333333333333332,treatment
G10,sample,64,T2,TOB,0.094,0.094,0.18,Plate3,Exp1,0.006000000000000005,0.0036666666666666653,0.06433333333333333,-0.00233333333333334,0.05833333333333332,treatment
G11,sample,128,T2,TOB,0.089,0.09,0.16,Plate3,Exp1,0.0010000000000000009,-3.3333333333333826e-4,0.044333333333333336,-0.0013333333333333391,0.043333333333333335,treatment
G12,sample,256,T2,TOB,0.09,0.09,0.09,Plate3,Exp1,0.0020000000000000018,-3.3333333333333826e-4,-0.02566666666666667,-0.00233333333333334,-0.027666666666666673,treatment
H1,sample,0.016,T2,TOB,0.091,0.284,0.431,Plate3,Exp1,0.0030000000000000027,0.19366666666666665,0.31533333333333335,0.19066666666666665,0.31233333333333335,treatment
H2,sample,0.047,T2,TOB,0.091,0.306,0.423,Plate3,Exp1,0.0030000000000000027,0.21566666666666667,0.30733333333333335,0.21266666666666667,0.30433333333333334,treatment
H3,sample,0.125,T2,TOB,0.091,0.286,0.445,Plate3,Exp1,0.0030000000000000027,0.19566666666666666,0.32933333333333337,0.19266666666666665,0.32633333333333336,treatment
H4,sample,0.38,T2,TOB,0.091,0.244,0.411,Plate3,Exp1,0.0030000000000000027,0.15366666666666667,0.29533333333333334,0.15066666666666667,0.29233333333333333,treatment
H5,sample,1,T2,TOB,0.09,0.155,0.314,Plate3,Exp1,0.0020000000000000018,0.06466666666666666,0.19833333333333333,0.06266666666666666,0.19633333333333333,treatment
H6,sample,3,T2,TOB,0.092,0.099,0.153,Plate3,Exp1,0.0040000000000000036,0.00866666666666667,0.03733333333333333,0.004666666666666666,0.033333333333333326,treatment
H7,sample,8,T2,TOB,0.091,0.095,0.142,Plate3,Exp1,0.0030000000000000027,0.004666666666666666,0.02633333333333332,0.0016666666666666635,0.023333333333333317,treatment
H8,sample,16,T2,TOB,0.094,0.093,0.141,Plate3,Exp1,0.006000000000000005,0.0026666666666666644,0.02533333333333332,-0.003333333333333341,0.019333333333333313,treatment
H9,sample,32,T2,TOB,0.091,0.091,0.134,Plate3,Exp1,0.0030000000000000027,6.666666666666626e-4,0.01833333333333334,-0.00233333333333334,0.015333333333333338,treatment
H10,sample,64,T2,TOB,0.094,0.095,0.118,Plate3,Exp1,0.006000000000000005,0.004666666666666666,0.002333333333333326,-0.0013333333333333391,-0.003666666666666679,treatment
H11,sample,128,T2,TOB,0.089,0.089,0.089,Plate3,Exp1,0.0010000000000000009,-0.0013333333333333391,-0.026666666666666672,-0.00233333333333334,-0.027666666666666673,treatment
H12,sample,256,T2,TOB,0.089,0.089,0.09,Plate3,Exp1,0.0010000000000000009,-0.0013333333333333391,-0.02566666666666667,-0.00233333333333334,-0.026666666666666672,treatment
A1,blank,NA,NA,TOB,0.088,0.089,0.089,Plate4,Exp1,-0.0013333333333333391,-0.0010000000000000009,0,3.3333333333333826e-4,0.0013333333333333391,blank
A2,blank,NA,NA,TOB,0.088,0.09,0.09,Plate4,Exp1,-0.0013333333333333391,0,0.0010000000000000009,0.0013333333333333391,0.00233333333333334,blank
A3,blank,NA,NA,TOB,0.092,0.091,0.088,Plate4,Exp1,0.0026666666666666644,0.0010000000000000009,-0.0010000000000000009,-0.0016666666666666635,-0.0036666666666666653,blank
A4,empty,NA,NA,TOB,0.091,0.094,0.09,Plate4,Exp1,0.0016666666666666635,0.0040000000000000036,0.0010000000000000009,0.00233333333333334,-6.666666666666626e-4,empty
A5,empty,NA,NA,TOB,0.091,0.091,0.089,Plate4,Exp1,0.0016666666666666635,0.0010000000000000009,0,-6.666666666666626e-4,-0.0016666666666666635,empty
A6,empty,NA,NA,TOB,0.091,0.092,0.089,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0,3.3333333333333826e-4,-0.0016666666666666635,empty
A7,empty,NA,NA,TOB,0.091,0.091,0.09,Plate4,Exp1,0.0016666666666666635,0.0010000000000000009,0.0010000000000000009,-6.666666666666626e-4,-6.666666666666626e-4,empty
A8,empty,NA,NA,TOB,0.09,0.092,0.091,Plate4,Exp1,6.666666666666626e-4,0.0020000000000000018,0.0020000000000000018,0.0013333333333333391,0.0013333333333333391,empty
A9,empty,NA,NA,TOB,0.09,0.093,0.092,Plate4,Exp1,6.666666666666626e-4,0.0030000000000000027,0.0030000000000000027,0.00233333333333334,0.00233333333333334,empty
A10,sample,0,T3,TOB,0.089,0.352,0.425,Plate4,Exp1,-3.3333333333333826e-4,0.262,0.33599999999999997,0.26233333333333336,0.3363333333333333,growth_control
A11,sample,0,T3,TOB,0.089,0.357,0.409,Plate4,Exp1,-3.3333333333333826e-4,0.267,0.31999999999999995,0.26733333333333337,0.3203333333333333,growth_control
A12,sample,0,T3,TOB,0.088,0.376,0.443,Plate4,Exp1,-0.0013333333333333391,0.28600000000000003,0.354,0.2873333333333334,0.35533333333333333,growth_control
B1,sample,0.016,NA1,TOB,0.081,0.083,0.085,Plate4,Exp1,-0.008333333333333331,-0.006999999999999992,-0.00399999999999999,0.0013333333333333391,0.004333333333333342,treatment
B2,sample,0.047,NA1,TOB,0.142,0.204,0.238,Plate4,Exp1,0.05266666666666665,0.11399999999999999,0.149,0.06133333333333334,0.09633333333333334,treatment
B3,sample,0.125,NA1,TOB,0.093,0.093,0.093,Plate4,Exp1,0.0036666666666666653,0.0030000000000000027,0.0040000000000000036,-6.666666666666626e-4,3.3333333333333826e-4,treatment
B4,sample,0.38,NA1,TOB,0.09,0.099,0.099,Plate4,Exp1,6.666666666666626e-4,0.009000000000000008,0.010000000000000009,0.008333333333333345,0.009333333333333346,treatment
B5,sample,1,NA1,TOB,0.094,0.092,0.094,Plate4,Exp1,0.004666666666666666,0.0020000000000000018,0.0050000000000000044,-0.0026666666666666644,3.3333333333333826e-4,treatment
B6,sample,3,NA1,TOB,0.096,0.092,0.094,Plate4,Exp1,0.006666666666666668,0.0020000000000000018,0.0050000000000000044,-0.004666666666666666,-0.0016666666666666635,treatment
B7,sample,8,NA1,TOB,0.093,0.091,0.094,Plate4,Exp1,0.0036666666666666653,0.0010000000000000009,0.0050000000000000044,-0.0026666666666666644,0.0013333333333333391,treatment
B8,sample,16,NA1,TOB,0.091,0.092,0.092,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0.0030000000000000027,3.3333333333333826e-4,0.0013333333333333391,treatment
B9,sample,32,NA1,TOB,0.091,0.092,0.092,Plate4,Exp1,0.0016666666666666635,0.0020000000000000018,0.0030000000000000027,3.3333333333333826e-4,0.0013333333333333391,treatment
